no,text,polarity
16,RT Bagaimana membantu masyarakat bawah ditengah wabah Corona Ngomongin yg beginian gue lebih suka drpd bedebat di Tv dgn L,Neutral
17,RT Dari semua pemerintahan negara yang terkena wabah corona pemerintah Indonesia memiliki karakter yang berbeda,Neutral
18,Satpam amp virus Corona covid 19 kami jaga Indonesia dari sini kamu jaga Indonesia dari rumah https t co hXeKTmeqYS,Neutral
19,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
20,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
21,RT U ujian N nasional B batal K karena Corona,Neutral
22,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
23,RT jaran67 Coba bayangin kalau ini di terapkan dinegara kita 62 Kalian di anjurkan drmh agar negatif corona aja pada ngeyel Apa,Neutral
24,RT Hala tersebut membuat para petugas medis itu sempat menginap di rumah sakit kumparanViral https t co VmhndQLq4l,Neutral
25,RT Dirumah aja Negatif Corona Positif depresi,Neutral
26,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
27,RT Whoahhh Berarti Anggota DPR yang maksa test Corona duluan itu lebih GOBLOK DARIPADA PKS Bayangin Kurang hina apa,Neutral
28,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
29,RT Gila Aku pikir ini batal setelah banyak yang protes Ternyata bener anggota DPR akan tes hari Jumat Pak yang m,Neutral
30,RT Pahami Perbedaan Batuk Biasa dan Batuk Gejala Infeksi Virus Corona https t co MsgEs10mZ5,Neutral
31,Para petarung UFC menyampaikan rasa empati kepada korban virus Corona Seperti Khabib Nurmagomedov yang memakai mas https t co 8Qbb2xJIAC,Neutral
32,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
33,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Neutral
34,RT Warga AS Tewas Usai Tenggak Chloroquine untuk Cegah Corona https t co gNSJEgBCid,Neutral
35,RT jogja Penyemprotan cairan disinfektan di jalanan Jogja oleh Polda DIY sebagai antisipasi pencegahan penyebaran virus corona Teri,Neutral
36,RT TOLONG BANTU SHARE DONG GA TEGA AKU LIATNYA SEDANG ADA WABAH CORONA KAYAKGINI UNBK https t co 5xHsoEYYcx,Neutral
37,RT Kwa vyovyote janga la Corona si la kudumu Nalo litapita Kipindi hiki ni cha kufikiria maisha baada ya Corona Kila jang,Neutral
38,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
39,RT Tengok member study lagi seram dari corona,Neutral
40,RT Ini UN di apus gara2 corona trus skripsi ga ada niatan di apus juga apa Semester 9 udah mulai kecium ini etdahhh,Neutral
41,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Neutral
42,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
43,Ada yang bilang bener dirumah gak kena corona tapi malah depresi,Neutral
44,RT https t co wp9ZLWnHHR Terimakasih PT Astra anda dan keluarga besar anda semoga semakin berjaya Terimakasih PT Warda,Neutral
45,RT Saya minta rapit test kepada anggota DPR dibatalkan Yg utama adalah para medis yg bertugas di garis depan menangani pas,Neutral
46,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
47,corona virus harusnya membuka mata bahwa sistem demokrasi kapitalisme yang diterapkan mengabaikan nyawa rakyat me https t co wR33YcK652,Neutral
48,Lebih lucu yang tes corona dengan menghadap sinar matahari dan tahan nafas 10 detikkk yang ini kurangg,Neutral
49,RT azhar test Corona harus disusun prioritasnya utk yg rentan dan rakyat bukan mdahulukan pejabat Pantau gaes saat mewabah,Neutral
50,Aktor The Walking Dead ini menghabiskan biaya hingga USD 9 116 atau sekitar Rp 150 juta untuk tes virus corona n https t co KbFM27KyC4,Negative
51,RT Dirumah aja Negatif Corona Positif depresi,Neutral
52,Kita udh social distancing udh 2 bulan aku gabisa nyamperin kesana dan bgtupun dia efek corona he said it wil https t co e9ScuVquTb,Positive
53,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Neutral
54,Sapa taw yg korupsi kena corona juga kan mayan tuh ngurangi koruptor di indo,Neutral
55,RT jsp Pagi barusan saya di WA teman saya Angga dr Gunung Kidul Dari percakapan pendek ini semoga kita semakin memahami arti pen,Neutral
56,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
57,RT kesenjangan sosial yang nyata diperlihatkan oleh berita ini https t co nmo6Y8QsOk,Neutral
58,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Neutral
59,Pemprov DKI Jakarta telat mengumumkan hasil Seleksi Kompetensi Dasar SKD CPNS imbas mewabahnya virus corona Covi https t co BJx7XUM0f3,Neutral
60,RT piyuuu Keren banget Begini metode Belajar di Rumah di Turki saat Wabah Corona Pemerintah Turki menyiarkan pelajaran sekolah d,Neutral
61,RT corona world tournya udahan dong mau main sm temen2,Positive
62,RT Virus Corona Ekonomi India Terparah setelah Lockdown Diumumkan https t co fUQkf6wc26,Neutral
63,RT Polri Akan Bubarkan Kerumunan untuk Cegah Corona BubarkanCegahCorona https t co 99fS18RqRC,Neutral
64,RT jsp Pagi barusan saya di WA teman saya Angga dr Gunung Kidul Dari percakapan pendek ini semoga kita semakin memahami arti pen,Neutral
65,RT Meskipun alat testnya beli sendiri tapi jangan lupa uang utk membelinya berasal dari rakyat Saat yg tepat bagi anggota,Neutral
66,RT Mustahil Covid 19 akan sembuh sebelum ramadhan Tgok angka setiap hari yang cecah 100 mustahil utk kita kekang corona Ak,Neutral
67,RT Polri Akan Bubarkan Kerumunan untuk Cegah Corona BubarkanCegahCorona https t co 99fS18RqRC,Neutral
68,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
69,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
70,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
71,RT Salah satu yang juga menakutkan dari virus Corona adalah sikap orang orang yang tak peduli bebal dan egois https t co WB,Neutral
72,RT Gak usah heran klo DKI Juara utk yg tertular Corona Krn himbauan hanya sekedar Bacotan Tapi kenyataan di lapangan seb,Neutral
73,RT Guru Besar UGM Meninggal Dunia Usai Positif Virus Corona https t co 6NXVRgfGEd,Neutral
74,RT Resmi Presiden Jokowi memutuskan meniadakan Ujian Nasional UN 2020 karena wabah corona kumpmaranNews https t co EtPxn0,Neutral
75,RT Pimpinan daerah serta anggota DPRD tidak sadar beberapa orang atau pihak yang menjadi carrier pembawa virus corona hingga,Neutral
76,RT Dirumah aja Negatif Corona Positif depresi,Neutral
77,RT enak y punya pacar gue corona g corona yg bisa dipeluk cuma agama,Neutral
78,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
79,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
80,RT Dengan dampak dari virus corona Covid 19 dan dipenuhi dengan ketakutan untuk masa depan yang tidak pasti disertai kebingun,Neutral
81,RT Potret Memilukan Pemakaman Massal Pasien Virus Corona https t co p6tIepCxGt,Neutral
82,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
83,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Neutral
84,RT Alhamdullilah pesawat C 130 Hercules TNI AU sudah landing di Bandara Pudong Shanghai menjemput obat obatan dan alat kesehatan,Neutral
85,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Neutral
86,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
87,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Neutral
88,RT DPR lebih butuh tes urine daripada tes corona,Neutral
89,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
90,RT Di situasi corona ini jangan sampai menggudangkan makanan masker dll Liat bagaimana perasaan kakek ini Yuk kita d,Neutral
91,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Neutral
92,Berasa pengen ngetag virus corona,Neutral
93,RT Bawah Lebih parah bisa njing Karena apa Nih karena pas rame2nya corona Wakil Rakyatnya gini Yakan ajng https,Neutral
94,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Neutral
95,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
96,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Neutral
97,AutoLoan min Apakah ada keringanan untuk angsuran selama ada wabah virus corona ini Kebetulan sy driver go https t co PwHG5QLcmF,Neutral
98,RT Dirumah aja Negatif Corona Positif depresi,Neutral
99,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
100,RT Tokopedia OVO dan Grab mendonasikan masing masing Rp 1 miliar total Rp 3 miliar untuk membantu memerangi COVID 19 https,Neutral
101,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Neutral
102,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
103,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
104,RT Tes corona yang di Jaksel mau dimulai kapan Trus biar bisa ikut tes gmn caranya,Neutral
105,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
106,RT Dirumah aja Negatif Corona Positif depresi,Neutral
107,RT Kalo corona udah hilang pokoknya aku mau jalan2 ke mall nonton nongkrong di cafe terus gandengan tangan sama kamu,Neutral
108,RT Warga AS Tewas Usai Tenggak Chloroquine untuk Cegah Corona https t co gNSJEgBCid,Neutral
109,RT Dirumah aja Negatif Corona Positif depresi,Neutral
110,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
111,RT Dirumah aja Negatif Corona Positif depresi,Neutral
112,Harmonica For Corona Victim Mari Hening Cipta Selamat Jalan Untuk Semua Korban Yang Meninggal Dunia Akibat Virus https t co Onf9ErmGL5,Negative
113,RT PBSI mengabarkan bahwa saat ini Hendri Saputra sedang diisolasi di RS PELNI Jakarta Barat kumparanSPORT https t co 8xFA8,Neutral
114,RT Guru Besar UGM Yogyakarta Iwan Dwiprahasto yang telah dirawat beberapa hari karena positif terinfeksi virus Corona meninggal d,Neutral
115,RT Data pasien positif corona di Indonesia mencapai 579 orang Akibat hal ini paranormal asal Surabaya yang mengklaim dirinya P,Neutral
116,RT didu MAHARAN1 AnjingPeking itu telah berbuat kapan ya orang yg merasa suci https t co sYz59pxvTz,Neutral
117,RT Ini kalo Bang yg Ngomong Yaqin Bakal Di Bully Rame2 Dari Segala Penjuru Indonesia Raya Sama Gerombolan G,Neutral
118,Kiti diwas ghari basaycha sarkar ch kai Tharana Kiti diwas ghari basaycha sarkar ch kai Tharana Go Corona Go C https t co QobglH7KXz,Neutral
119,Nadiem Makarim dan DPR Sepakat UN Ditiadakan Kelulusan Kemungkinan Ditentukan dari Nilai Rapor https t co UsToOhX5RF,Neutral
120,RT Seiring informasi yang kami terima Ada instruksi untuk mengurangi data tingkat kematian dgn menutupi fakta data yg meningg,Neutral
121,RT Kwa vyovyote janga la Corona si la kudumu Nalo litapita Kipindi hiki ni cha kufikiria maisha baada ya Corona Kila jang,Neutral
122,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
123,RT Tengok member study lagi seram dari corona,Neutral
124,Gerakan Nasional Demokrat Lawan Corona Ketum DPP Partai Demokrat Keluarkan Surat Instruksi https t co wSniDJIyZD lewat,Neutral
125,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
126,RT Dear Pak ini saran mumpung di Bali tanggal 25 Maret ini Nyepi yuk sekalian seluruh Indonesia diajak ikut Nyepi se,Neutral
127,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
128,RT Melakukan eksperimen dengan menenggak cairan pembersih yang mengandung chloroquine untuk mencegah terkena virus coron,Neutral
129,RT Anggota dpr dites corona malah positif korupsi,Neutral
130,Gue denger berita berita kematian karena corona jadi banjir begini ajg,Neutral
131,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
132,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
133,Gagal sempro minggu ini gagal penelitian awal April Semoga wabah corona segera berakhir,Neutral
134,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
135,RT Kemampuan memanipulasi yang dimiliki penguasa kini diuji kembali Dahulu manipulasi data pilpres kini data virus corona pu,Neutral
136,Pemkot Surabaya Buka Peta Sebaran Virus Corona https t co lERecdUnbg,Neutral
137,RT IDI menilai masyarakat yang termasuk orang dalam pemantauan ODP lebih prioritas dites ketimbang anggota DPR kumparanNews,Neutral
138,SABAR DAN SHOLAT Tetaplah Tenang Bismillah Di tengah kabar berita Wabah Virus Covid 19 Corona cov d19 corona https t co kh4yxRft3X,Neutral
139,RT Bagaimana membantu masyarakat bawah ditengah wabah Corona Ngomongin yg beginian gue lebih suka drpd bedebat di Tv dgn L,Neutral
140,RT Dari semua pemerintahan negara yang terkena wabah corona pemerintah Indonesia memiliki karakter yang berbeda,Neutral
141,Satpam amp virus Corona covid 19 kami jaga Indonesia dari sini kamu jaga Indonesia dari rumah https t co hXeKTmeqYS,Neutral
142,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
143,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
144,RT U ujian N nasional B batal K karena Corona,Neutral
145,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
146,RT jaran67 Coba bayangin kalau ini di terapkan dinegara kita 62 Kalian di anjurkan drmh agar negatif corona aja pada ngeyel Apa,Neutral
147,RT Hala tersebut membuat para petugas medis itu sempat menginap di rumah sakit kumparanViral https t co VmhndQLq4l,Neutral
148,RT Dirumah aja Negatif Corona Positif depresi,Neutral
149,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
150,RT Whoahhh Berarti Anggota DPR yang maksa test Corona duluan itu lebih GOBLOK DARIPADA PKS Bayangin Kurang hina apa,Neutral
151,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
152,RT Gila Aku pikir ini batal setelah banyak yang protes Ternyata bener anggota DPR akan tes hari Jumat Pak yang m,Neutral
153,RT Pahami Perbedaan Batuk Biasa dan Batuk Gejala Infeksi Virus Corona https t co MsgEs10mZ5,Neutral
154,Para petarung UFC menyampaikan rasa empati kepada korban virus Corona Seperti Khabib Nurmagomedov yang memakai mas https t co 8Qbb2xJIAC,Neutral
155,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
156,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Neutral
157,RT Warga AS Tewas Usai Tenggak Chloroquine untuk Cegah Corona https t co gNSJEgBCid,Neutral
158,RT jogja Penyemprotan cairan disinfektan di jalanan Jogja oleh Polda DIY sebagai antisipasi pencegahan penyebaran virus corona Teri,Neutral
159,RT TOLONG BANTU SHARE DONG GA TEGA AKU LIATNYA SEDANG ADA WABAH CORONA KAYAKGINI UNBK https t co 5xHsoEYYcx,Neutral
160,RT Kwa vyovyote janga la Corona si la kudumu Nalo litapita Kipindi hiki ni cha kufikiria maisha baada ya Corona Kila jang,Neutral
161,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
162,RT Tengok member study lagi seram dari corona,Neutral
163,RT Ini UN di apus gara2 corona trus skripsi ga ada niatan di apus juga apa Semester 9 udah mulai kecium ini etdahhh,Neutral
164,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Neutral
165,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
166,Ada yang bilang bener dirumah gak kena corona tapi malah depresi,Neutral
167,RT https t co wp9ZLWnHHR Terimakasih PT Astra anda dan keluarga besar anda semoga semakin berjaya Terimakasih PT Warda,Neutral
168,RT Saya minta rapit test kepada anggota DPR dibatalkan Yg utama adalah para medis yg bertugas di garis depan menangani pas,Neutral
169,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
170,corona virus harusnya membuka mata bahwa sistem demokrasi kapitalisme yang diterapkan mengabaikan nyawa rakyat me https t co wR33YcK652,Neutral
171,Lebih lucu yang tes corona dengan menghadap sinar matahari dan tahan nafas 10 detikkk yang ini kurangg,Neutral
172,RT azhar test Corona harus disusun prioritasnya utk yg rentan dan rakyat bukan mdahulukan pejabat Pantau gaes saat mewabah,Neutral
173,Aktor The Walking Dead ini menghabiskan biaya hingga USD 9 116 atau sekitar Rp 150 juta untuk tes virus corona n https t co KbFM27KyC4,Negative
174,RT Dirumah aja Negatif Corona Positif depresi,Neutral
175,Kita udh social distancing udh 2 bulan aku gabisa nyamperin kesana dan bgtupun dia efek corona he said it wil https t co e9ScuVquTb,Positive
176,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Neutral
177,Sapa taw yg korupsi kena corona juga kan mayan tuh ngurangi koruptor di indo,Neutral
178,RT jsp Pagi barusan saya di WA teman saya Angga dr Gunung Kidul Dari percakapan pendek ini semoga kita semakin memahami arti pen,Neutral
179,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
180,RT kesenjangan sosial yang nyata diperlihatkan oleh berita ini https t co nmo6Y8QsOk,Neutral
181,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Neutral
182,Pemprov DKI Jakarta telat mengumumkan hasil Seleksi Kompetensi Dasar SKD CPNS imbas mewabahnya virus corona Covi https t co BJx7XUM0f3,Neutral
183,RT piyuuu Keren banget Begini metode Belajar di Rumah di Turki saat Wabah Corona Pemerintah Turki menyiarkan pelajaran sekolah d,Neutral
184,RT corona world tournya udahan dong mau main sm temen2,Positive
185,RT Virus Corona Ekonomi India Terparah setelah Lockdown Diumumkan https t co fUQkf6wc26,Neutral
186,RT Polri Akan Bubarkan Kerumunan untuk Cegah Corona BubarkanCegahCorona https t co 99fS18RqRC,Neutral
187,RT jsp Pagi barusan saya di WA teman saya Angga dr Gunung Kidul Dari percakapan pendek ini semoga kita semakin memahami arti pen,Neutral
188,RT Meskipun alat testnya beli sendiri tapi jangan lupa uang utk membelinya berasal dari rakyat Saat yg tepat bagi anggota,Neutral
189,RT Mustahil Covid 19 akan sembuh sebelum ramadhan Tgok angka setiap hari yang cecah 100 mustahil utk kita kekang corona Ak,Neutral
190,RT Polri Akan Bubarkan Kerumunan untuk Cegah Corona BubarkanCegahCorona https t co 99fS18RqRC,Neutral
191,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
192,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
193,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Neutral
194,RT Salah satu yang juga menakutkan dari virus Corona adalah sikap orang orang yang tak peduli bebal dan egois https t co WB,Neutral
195,RT Gak usah heran klo DKI Juara utk yg tertular Corona Krn himbauan hanya sekedar Bacotan Tapi kenyataan di lapangan seb,Neutral
196,RT Guru Besar UGM Meninggal Dunia Usai Positif Virus Corona https t co 6NXVRgfGEd,Neutral
197,RT Resmi Presiden Jokowi memutuskan meniadakan Ujian Nasional UN 2020 karena wabah corona kumpmaranNews https t co EtPxn0,Neutral
198,RT Pimpinan daerah serta anggota DPRD tidak sadar beberapa orang atau pihak yang menjadi carrier pembawa virus corona hingga,Neutral
199,RT Dirumah aja Negatif Corona Positif depresi,Neutral
200,RT WHO MLIPUKO WA CORONAVIRUS UNAZIDI KUSHIKA KASI gt Ilichukua siku 67 kwa Maambukizi kufika 100 000 lakini imechukua siku,Neutral
201,RT BreakingNews Presiden Jokowi memutuskan untuk meniadakan pelaksanaan ujian nasional UN tahun 2020 Keputusan ini untuk men,Neutral
202,RT Bagaimana membantu masyarakat bawah ditengah wabah Corona Ngomongin yg beginian gue lebih suka drpd bedebat di Tv dgn L,Neutral
203,RT Kalian stay di rumah itu gak cuma untuk diri kalian tapi untuk orang lain juga Kalian gak takut kena corona gakpapa,Neutral
204,Di himbau acuh Pas pstf corona nyalahin pemerintah,Neutral
205,RT Anggota dpr dites corona malah positif korupsi,Neutral
206,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
207,Cuy bro mba kak kelayapan kalian gabakal bikin keren masih ada besok besok kalo mau nongkrong mah Seka https t co QynHUkjA8S,Neutral
208,Kemaren waktu udah ada corona kita anak SMK juga tetep UNBK sumpah kek anak tiri,Neutral
209,SEBAIKNYA PEMERINTAH MEMBUAT PERATURAN ORANG2 YG MEREMEHKAN VIRUS CORONA MERASA KEBAL DLL AGAR MENDAFTARKAN D https t co 914n09VGxf,Neutral
210,RT Jokowi Soroti Pasien Corona Bantu Hajatan dan Pergi ke Pasar https t co thddzkuqlw,Neutral
211,RT Tengok member study lagi seram dari corona,Neutral
212,dear corona yuk pulang yuk,Neutral
213,RT Plz ini siapa yg nyebarin info anjer ke nyokap dikasih bawang merah dikamar biar nangkal corona nangkal corona kaga nangis,Neutral
214,corona belum clear pacarnya mati duluan kena corona https t co mL1GVetWLk,Positive
215,RT Dirumah aja Negatif Corona Positif depresi,Neutral
216,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
217,RT Ceramah beliau Al Habib Husen bin Thoha Ba agil Tuban Sebelum adanya corona COVID 19 TerimakasihParamedisIndonesia ht,Neutral
218,RT Tokopedia OVO dan Grab mendonasikan masing masing Rp 1 miliar total Rp 3 miliar untuk membantu memerangi COVID 19 https,Neutral
219,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Neutral
220,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
221,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
222,RT Tes corona yang di Jaksel mau dimulai kapan Trus biar bisa ikut tes gmn caranya,Neutral
223,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
224,RT Dirumah aja Negatif Corona Positif depresi,Neutral
225,RT Kalo corona udah hilang pokoknya aku mau jalan2 ke mall nonton nongkrong di cafe terus gandengan tangan sama kamu,Neutral
226,RT Warga AS Tewas Usai Tenggak Chloroquine untuk Cegah Corona https t co gNSJEgBCid,Neutral
227,RT Dirumah aja Negatif Corona Positif depresi,Neutral
228,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
229,RT Dirumah aja Negatif Corona Positif depresi,Neutral
230,Harmonica For Corona Victim Mari Hening Cipta Selamat Jalan Untuk Semua Korban Yang Meninggal Dunia Akibat Virus https t co Onf9ErmGL5,Negative
231,RT PBSI mengabarkan bahwa saat ini Hendri Saputra sedang diisolasi di RS PELNI Jakarta Barat kumparanSPORT https t co 8xFA8,Neutral
232,RT Guru Besar UGM Yogyakarta Iwan Dwiprahasto yang telah dirawat beberapa hari karena positif terinfeksi virus Corona meninggal d,Neutral
233,RT Data pasien positif corona di Indonesia mencapai 579 orang Akibat hal ini paranormal asal Surabaya yang mengklaim dirinya P,Neutral
